crop,rainfall_mm,temperature_c,humidity_percent,soil_ph,fertilizer_kg_per_ha,yield_t_per_ha
rice,909.4,30.57,80.4,5.69,155.7,1.88
maize,694.9,14.38,82.5,6.02,304.5,4.025
soybean,358.0,21.53,50.0,6.82,209.0,1.383
rice,522.4,23.45,46.7,6.79,98.4,2.482
wheat,446.4,21.18,48.4,5.83,154.1,2.101
rice,422.6,21.61,85.0,5.57,81.7,2.576
sugarcane,844.7,36.23,56.8,6.73,96.5,45.774
wheat,257.1,19.89,46.2,6.35,508.3,2.232
maize,1002.2,39.65,58.5,8.23,231.5,2.98
soybean,807.1,27.62,61.4,6.53,218.9,2.298
rice,872.7,25.55,69.0,7.95,100.1,3.322
wheat,484.3,27.86,68.8,5.56,275.6,2.796
sugarcane,562.5,40.18,52.6,5.24,238.0,13.101
wheat,241.7,19.04,75.3,5.6,300.5,1.848
sugarcane,468.8,18.28,55.4,7.45,296.6,52.282
maize,723.4,20.47,62.7,7.9,31.7,5.879
soybean,924.0,25.19,75.3,5.87,61.2,1.256
maize,323.2,14.65,55.4,6.13,69.7,2.965
rice,508.6,25.13,56.5,5.56,74.5,2.55
wheat,562.2,35.16,73.9,5.05,175.9,2.598
sugarcane,251.1,25.91,52.1,7.07,104.7,28.861
sugarcane,747.8,23.24,59.2,6.68,315.8,69.573
wheat,419.0,21.29,73.3,6.51,302.4,1.927
wheat,551.2,30.39,95.8,5.38,149.5,1.86
rice,487.0,20.05,74.1,7.81,306.4,3.011
maize,402.7,36.08,72.1,6.1,269.1,3.573
sugarcane,598.2,36.6,73.0,6.93,113.9,22.523
rice,546.1,26.54,48.9,5.34,0.0,2.398
maize,507.0,24.93,66.7,6.35,132.6,4.403
rice,417.9,31.18,64.6,6.73,98.4,2.771
sugarcane,679.9,31.57,69.8,6.76,166.5,52.284
wheat,1013.4,20.16,66.7,6.62,157.1,1.997
wheat,635.0,21.84,70.7,6.9,155.0,2.962
maize,849.0,17.07,60.3,5.6,191.9,2.933
soybean,252.4,27.45,65.9,6.66,53.0,1.725
maize,639.4,29.0,46.6,6.59,182.9,4.368
soybean,325.7,16.9,60.2,6.69,114.8,1.224
rice,230.8,22.27,85.9,6.56,166.0,2.413
rice,415.2,16.92,69.8,5.48,226.6,2.995
sugarcane,898.0,19.61,64.7,5.45,52.0,49.48
soybean,837.5,28.31,93.4,4.73,127.5,1.342
sugarcane,660.8,20.6,44.6,7.15,140.5,35.125
wheat,216.8,23.2,48.4,7.16,108.9,2.277
soybean,550.9,15.24,90.7,7.17,222.0,0.791
maize,675.4,26.12,65.7,6.75,92.4,3.214
wheat,643.9,24.73,61.4,4.79,105.6,1.758
wheat,139.1,20.63,47.0,5.68,93.2,1.531
maize,377.4,23.87,71.7,6.64,237.4,3.439
wheat,584.0,26.08,73.2,6.61,110.6,1.64
soybean,734.1,20.11,48.6,6.32,186.8,1.399
sugarcane,51.0,16.14,62.9,6.8,308.1,37.177
wheat,559.5,35.83,60.0,6.51,144.0,1.099
soybean,635.8,21.2,68.8,6.6,239.0,1.907
rice,812.4,24.42,48.2,5.99,283.7,5.26
soybean,773.2,31.07,83.8,7.29,232.2,1.632
sugarcane,745.6,45.0,78.7,6.16,148.7,33.115
soybean,400.0,17.53,59.6,5.44,201.4,1.086
maize,123.0,27.7,61.8,5.88,47.0,4.406
sugarcane,501.7,20.75,63.0,6.22,87.6,37.954
rice,850.4,21.77,53.3,7.3,101.6,2.998
maize,948.4,20.68,58.3,6.47,329.2,5.835
soybean,777.6,18.25,60.9,6.35,85.0,1.385
sugarcane,707.3,24.75,89.2,5.5,83.8,44.62
rice,694.9,16.15,79.2,7.13,66.5,2.088
maize,461.0,30.68,79.0,5.98,194.8,3.393
rice,567.5,25.33,70.5,6.42,161.4,3.929
soybean,1017.3,27.53,48.2,7.68,236.9,2.194
rice,364.4,22.2,64.4,6.91,203.7,2.953
wheat,1003.7,22.8,79.6,5.2,39.6,1.563
maize,519.5,26.73,46.1,5.08,85.4,2.966
rice,931.4,18.02,74.5,6.45,259.2,2.202
soybean,248.3,22.85,99.8,5.53,133.7,0.897
soybean,746.5,19.84,80.9,7.02,245.0,1.897
rice,415.8,19.66,86.2,6.53,138.0,3.286
soybean,246.2,12.34,68.3,6.63,72.6,1.412
sugarcane,654.6,33.04,79.5,5.93,125.7,15.815
sugarcane,852.4,20.88,54.2,7.89,72.6,38.122
sugarcane,388.8,31.98,76.9,8.77,104.8,23.036
wheat,225.2,31.41,74.8,6.28,166.1,1.921
rice,577.0,17.28,69.3,6.78,190.9,2.438
wheat,578.1,18.47,84.7,6.58,22.8,1.896
soybean,737.1,40.36,56.9,6.29,148.6,1.113
wheat,837.4,35.51,62.2,5.83,103.1,0.826
soybean,585.1,24.81,66.4,5.63,98.1,1.464
soybean,1063.9,26.54,49.6,5.59,160.6,2.02
maize,656.1,21.21,68.4,6.82,106.0,3.998
sugarcane,513.4,27.59,39.2,6.08,260.6,38.512
soybean,197.1,20.7,80.7,4.44,245.0,0.794
maize,534.3,12.81,65.7,6.86,244.5,2.753
sugarcane,515.9,17.07,57.2,6.47,110.4,24.226
soybean,840.1,25.13,52.5,7.58,73.0,1.098
soybean,715.6,18.21,61.5,6.8,156.6,1.43
wheat,305.2,24.6,75.3,5.32,138.0,1.954
wheat,643.1,18.55,73.2,4.72,101.3,1.434
sugarcane,767.9,20.31,54.4,5.92,55.9,32.95
soybean,982.0,30.12,52.3,6.0,146.7,1.742
rice,821.9,26.48,74.9,7.25,117.7,3.013
wheat,790.2,24.94,54.2,6.49,205.1,3.072
sugarcane,615.0,30.27,65.9,7.41,203.2,44.022
soybean,697.1,27.88,66.9,5.44,238.1,2.095
soybean,912.4,33.68,69.7,7.27,49.3,1.526
rice,266.8,22.24,77.9,7.08,182.1,3.424
sugarcane,512.6,22.42,46.1,4.89,91.8,51.522
soybean,406.9,17.19,36.3,7.56,52.4,1.472
wheat,694.8,22.43,56.5,6.57,115.7,2.625
rice,907.6,30.79,92.0,6.81,235.5,2.821
sugarcane,450.8,32.8,95.3,5.81,120.2,31.78
rice,2.4,30.76,92.5,7.52,275.2,1.48
wheat,496.9,14.23,62.1,5.55,193.9,1.676
sugarcane,828.4,31.5,38.3,7.17,118.5,45.897
rice,734.4,13.97,29.9,7.16,242.8,1.771
maize,707.0,30.39,55.8,5.72,185.6,3.857
wheat,530.0,22.79,62.0,8.09,75.4,1.728
wheat,280.2,29.22,84.5,6.69,298.7,2.282
wheat,728.8,17.01,78.0,7.02,170.8,1.708
maize,391.4,32.03,68.4,5.28,151.5,2.582
maize,1146.0,16.21,51.7,8.19,81.6,2.301
soybean,742.6,20.99,50.6,5.52,244.4,2.042
rice,454.8,19.01,68.8,7.32,191.4,2.796
soybean,447.2,14.47,75.5,5.7,200.3,1.087
rice,576.8,25.57,70.9,6.0,109.4,3.502
maize,540.1,35.84,49.5,7.13,216.7,2.48
maize,879.2,41.0,74.8,7.32,222.9,3.381
soybean,646.6,25.58,71.4,5.48,96.5,1.428
sugarcane,417.1,31.7,48.9,7.37,36.6,31.386
soybean,1072.6,26.39,53.2,7.34,196.5,1.7
rice,612.3,27.99,75.3,5.75,24.1,2.129
soybean,792.2,22.95,61.5,7.78,162.2,1.378
wheat,447.9,26.17,88.8,5.33,114.2,2.496
rice,690.8,28.22,72.5,6.0,247.5,4.22
rice,677.8,21.53,57.7,6.88,118.6,3.71
sugarcane,127.6,24.54,64.8,5.82,238.6,40.935
maize,1103.8,24.65,66.0,6.71,108.9,4.041
rice,922.7,29.96,54.1,6.69,230.0,2.996
maize,500.7,18.6,51.3,6.35,314.8,4.831
soybean,324.4,24.69,75.5,7.17,64.6,1.926
wheat,686.9,36.47,77.7,6.32,173.4,1.705
sugarcane,621.7,31.98,74.1,6.69,369.9,40.113
maize,688.9,33.1,87.7,7.42,155.3,4.114
rice,647.9,25.15,56.9,7.13,154.9,3.24
maize,726.6,26.93,90.1,7.13,213.1,4.649
rice,961.8,31.01,51.5,5.58,153.3,3.735
maize,742.0,34.36,49.8,6.92,13.4,1.944
rice,337.6,13.29,38.6,5.8,240.6,2.616
soybean,940.6,17.11,58.3,5.47,0.0,1.272
rice,1010.2,32.86,57.4,6.44,116.7,2.589
rice,1388.0,23.34,72.9,5.78,246.6,3.676
wheat,319.1,20.97,68.7,7.13,121.5,1.768
rice,660.7,17.48,47.1,7.15,94.5,2.618
wheat,79.5,21.67,59.1,4.98,220.3,1.073
sugarcane,738.3,16.59,59.4,5.84,81.9,36.75
wheat,462.9,37.55,38.4,5.33,52.2,1.771
soybean,1080.9,24.87,50.3,6.13,172.0,2.505
wheat,406.3,24.65,53.4,6.86,135.4,1.791
sugarcane,177.7,28.53,86.5,6.31,50.5,45.775
soybean,482.2,30.77,67.9,6.03,201.0,2.207
maize,106.1,30.68,74.9,7.54,187.2,3.155
maize,787.8,31.44,42.5,4.66,121.2,2.276
wheat,83.7,21.21,82.9,7.49,126.7,1.529
wheat,607.1,23.21,84.5,6.06,187.6,2.63
sugarcane,80.5,29.61,35.0,6.44,245.2,36.442
sugarcane,519.9,21.84,54.4,6.08,127.4,47.472
rice,1010.8,24.97,72.4,7.73,202.4,4.038
sugarcane,690.2,27.39,74.7,5.52,195.2,52.82
rice,384.1,29.71,54.8,6.51,220.3,3.209
soybean,592.2,14.33,60.4,6.92,153.1,1.087
wheat,604.5,29.29,56.0,5.21,77.0,1.84
soybean,718.2,23.6,66.7,5.76,113.0,1.713
sugarcane,258.3,29.24,83.0,6.38,177.4,58.34
soybean,748.1,29.66,53.4,5.79,295.5,2.392
soybean,0.0,34.65,80.0,5.85,111.3,1.283
soybean,442.5,33.12,53.3,6.22,214.4,1.83
sugarcane,477.9,33.08,52.3,7.02,123.8,43.478
soybean,758.3,33.66,77.3,6.23,158.8,1.44
rice,605.7,26.75,78.8,7.36,271.2,2.821
sugarcane,248.6,25.19,77.8,5.7,211.1,42.904
soybean,353.8,30.24,45.3,5.5,50.7,1.157
sugarcane,649.7,29.39,58.0,8.04,104.2,31.044
maize,580.2,23.15,77.3,5.97,250.5,3.588
rice,455.2,27.43,65.6,5.45,161.4,3.568
soybean,479.8,24.79,48.9,5.11,58.1,1.527
maize,774.0,19.88,71.9,7.36,84.5,2.591
maize,470.6,32.74,54.3,6.23,206.3,2.696
sugarcane,578.0,25.33,91.9,6.3,229.6,64.55
maize,1142.5,37.29,88.2,6.37,151.4,2.017
rice,244.1,15.25,74.1,7.31,348.0,2.345
rice,137.0,21.66,85.4,6.36,215.9,2.419
wheat,795.9,25.2,66.0,8.38,130.5,2.557
rice,430.3,31.82,76.5,6.61,84.7,1.93
maize,520.4,27.4,87.2,7.35,72.0,3.463
rice,404.7,26.86,68.7,7.14,176.8,3.471
sugarcane,535.0,18.24,61.2,6.47,110.9,41.714
wheat,999.6,18.06,39.4,6.03,283.9,2.222
maize,800.5,26.94,63.8,6.77,267.3,5.606
wheat,815.6,16.82,77.4,6.91,200.6,2.975
maize,245.9,21.81,79.2,6.04,55.7,4.917
sugarcane,312.2,28.01,72.6,6.63,96.2,35.785
wheat,0.0,19.11,56.9,7.49,250.5,0.457
soybean,397.7,34.63,35.3,8.16,105.0,1.369
maize,839.2,32.34,57.6,7.18,239.8,3.738
soybean,729.2,15.57,60.4,7.99,188.0,1.642
wheat,544.6,19.41,60.3,6.0,154.1,2.344
soybean,594.4,11.29,74.3,7.06,93.8,1.148
soybean,427.8,20.3,94.8,7.57,142.5,1.837
wheat,651.2,29.6,66.9,5.78,165.2,3.012
sugarcane,791.5,22.52,61.7,6.11,232.6,48.085
soybean,196.0,27.76,61.1,7.89,79.1,1.051
soybean,674.9,15.87,66.9,5.72,129.0,1.281
sugarcane,833.1,29.79,52.6,5.43,153.6,47.071
soybean,496.2,21.67,66.8,7.72,203.0,1.722
soybean,775.2,25.07,71.8,7.46,77.3,1.85
soybean,1303.7,24.44,68.1,6.85,44.7,1.932
rice,573.9,17.37,71.9,6.46,203.9,3.745
sugarcane,698.3,18.08,71.5,6.15,28.6,38.736
soybean,415.5,30.81,38.4,6.73,252.8,1.26
sugarcane,645.3,27.39,74.6,7.76,137.5,46.714
maize,715.1,31.3,54.9,6.69,26.2,2.751
maize,648.7,26.95,48.6,8.23,111.6,3.934
soybean,345.1,25.86,48.4,5.78,180.3,1.863
sugarcane,651.6,14.64,71.5,6.48,107.4,52.066
sugarcane,965.5,23.38,61.7,6.2,151.6,54.727
sugarcane,712.2,24.84,39.8,5.63,209.2,57.279
rice,840.5,36.72,72.2,6.38,133.8,3.592
maize,540.7,29.12,43.4,6.83,75.0,2.902
sugarcane,787.5,34.22,67.1,6.92,126.1,37.587
sugarcane,669.8,28.59,68.6,8.24,263.2,39.543
rice,362.3,20.73,78.3,6.87,284.8,3.167
rice,679.6,25.7,91.7,7.42,0.0,1.532
sugarcane,352.1,26.42,44.5,6.55,237.3,58.83
wheat,441.8,19.37,64.2,7.84,170.0,2.135
sugarcane,647.3,22.69,60.9,8.42,223.9,38.566
sugarcane,674.3,23.77,71.5,6.92,106.0,58.287
rice,302.7,34.63,68.2,5.71,8.5,2.13
rice,863.5,12.52,59.7,6.06,196.8,2.731
sugarcane,743.0,32.23,58.4,6.73,74.7,27.044
sugarcane,423.8,19.38,48.3,6.87,38.9,37.67
sugarcane,215.6,16.77,79.8,7.06,44.5,38.655
rice,563.8,32.08,71.9,6.87,198.1,2.533
sugarcane,488.5,29.39,78.8,6.51,161.2,34.724
sugarcane,628.3,32.53,60.3,5.99,212.6,41.083
soybean,509.2,29.8,55.1,6.82,203.5,2.144
wheat,98.1,37.36,48.8,7.98,116.3,2.023
maize,502.9,28.35,70.4,7.32,144.4,3.648
wheat,523.6,24.06,49.4,6.93,109.1,1.801
soybean,758.4,27.06,92.7,7.32,133.2,1.622
maize,425.5,32.46,45.4,6.2,72.6,2.538
sugarcane,1019.7,20.32,69.1,6.09,181.2,56.721
soybean,122.1,21.09,88.5,5.9,236.0,1.304
sugarcane,927.8,23.15,74.0,6.4,84.7,42.338
rice,543.9,12.37,67.6,6.16,252.5,2.804
soybean,814.9,25.83,50.5,7.47,159.1,2.022
rice,620.0,13.68,44.3,6.12,169.3,2.445
soybean,884.9,25.32,76.6,5.86,14.0,0.68
soybean,503.2,30.19,87.6,8.05,5.4,0.321
rice,325.3,22.14,58.4,6.14,161.5,2.208
maize,955.1,35.06,47.9,6.62,213.2,2.617
wheat,571.6,16.24,28.1,6.86,96.3,1.951
sugarcane,655.4,32.15,50.3,5.59,283.6,20.834
soybean,908.7,29.05,63.3,7.49,208.8,2.496
sugarcane,342.0,14.7,89.0,7.01,77.3,33.275
rice,748.9,41.26,75.1,7.75,152.5,2.834
sugarcane,452.5,24.62,69.6,5.96,348.2,50.543
rice,567.0,19.74,59.0,6.58,50.6,2.801
sugarcane,618.1,16.56,56.3,6.53,192.3,39.289
wheat,224.9,23.68,86.1,6.71,124.2,2.398
wheat,405.3,24.24,68.0,5.34,206.6,2.424
wheat,937.8,25.62,33.5,6.59,251.4,3.106
wheat,821.5,23.21,54.9,5.36,119.1,2.974
wheat,584.3,28.8,52.1,6.79,239.5,2.315
wheat,660.8,22.67,56.8,4.8,327.7,2.656
rice,526.4,13.39,73.4,5.02,155.3,0.994
soybean,939.1,24.1,63.4,7.15,212.8,2.557
sugarcane,549.9,10.8,63.8,6.06,102.8,48.285
wheat,658.0,27.12,84.7,5.71,151.5,1.942
rice,886.5,19.12,54.6,7.52,135.9,2.823
rice,405.7,25.98,93.0,6.76,213.8,3.799
rice,989.7,32.88,54.9,7.2,246.4,2.804
soybean,217.4,19.31,66.3,6.37,141.2,1.448
sugarcane,1007.4,31.37,60.8,8.64,272.7,35.99
soybean,506.8,22.4,66.9,6.02,272.4,1.93
maize,539.3,35.52,71.7,7.9,217.7,2.725
rice,127.5,22.81,71.5,6.45,108.7,2.479
maize,486.3,19.96,53.7,5.18,101.1,2.379
wheat,340.0,29.12,48.2,6.89,85.0,1.914
wheat,448.1,22.39,100.0,6.75,225.9,3.066
soybean,565.7,19.95,57.7,5.66,53.1,1.231
sugarcane,839.4,22.13,75.5,5.76,204.1,44.606
maize,651.9,24.73,40.9,6.48,63.5,3.441
sugarcane,676.9,33.05,60.8,6.78,215.9,34.177
soybean,326.1,13.4,63.1,4.52,151.4,0.7
wheat,379.8,25.14,72.1,7.34,256.7,2.687
sugarcane,1049.7,28.75,24.2,6.1,241.3,43.382
sugarcane,416.2,26.16,67.5,5.43,264.8,47.493
wheat,1014.1,32.86,47.8,7.25,266.9,2.134
maize,539.2,24.55,69.9,6.48,161.5,3.444
wheat,600.6,23.89,49.5,7.47,57.3,1.257
sugarcane,867.6,28.55,52.2,6.85,65.8,48.844
maize,918.0,25.6,60.9,6.5,0.0,1.052
maize,572.3,22.66,49.2,6.38,63.3,2.755
wheat,502.9,28.1,57.9,6.89,155.5,1.673
sugarcane,586.0,21.08,47.1,6.17,105.2,39.655
soybean,684.5,21.33,37.5,5.82,135.6,1.812
sugarcane,822.8,21.83,80.3,6.99,189.4,54.895
rice,601.1,33.12,45.6,6.38,125.7,3.886
soybean,754.7,5.67,62.3,6.53,60.3,1.46
maize,1009.6,27.37,76.3,7.37,145.7,3.755
soybean,695.3,25.21,55.8,6.41,78.1,1.345
maize,677.9,14.91,52.6,6.51,128.3,4.883
maize,220.3,26.86,68.4,6.02,257.4,4.634
soybean,0.0,27.85,81.8,6.84,128.4,1.294
maize,697.1,28.54,47.5,6.78,291.7,4.624
maize,576.3,9.09,62.7,7.22,264.5,2.742
rice,471.3,33.2,39.0,6.04,103.7,1.43
sugarcane,660.9,20.57,59.1,6.13,61.1,41.876
sugarcane,584.9,29.12,65.5,7.13,145.8,49.235
rice,881.9,29.45,52.2,6.7,242.3,3.037
soybean,621.5,19.74,58.1,5.78,110.8,1.391
wheat,413.3,28.96,43.9,7.55,222.6,2.909
wheat,847.5,22.69,66.2,5.14,246.7,2.769
wheat,545.7,12.57,80.8,7.13,88.1,2.491
rice,731.6,32.01,48.5,5.49,95.9,1.454
rice,480.6,20.35,55.7,8.01,207.0,2.57
maize,437.5,19.87,72.5,5.26,162.1,2.329
wheat,621.0,22.58,83.2,7.42,95.1,1.678
soybean,603.2,26.63,42.6,6.43,121.8,1.506
soybean,720.0,24.66,62.5,6.21,144.4,2.199
wheat,532.8,28.29,69.2,6.65,24.8,1.885
wheat,140.9,16.96,63.5,7.01,211.3,1.387
wheat,491.8,20.55,27.8,5.78,111.7,0.978
rice,798.5,24.3,72.5,5.85,0.0,2.887
rice,525.7,36.39,87.8,7.02,148.1,1.979
rice,538.4,24.32,66.7,5.13,90.7,2.303
sugarcane,846.6,31.51,49.5,6.03,285.1,48.531
soybean,422.0,25.23,57.3,8.93,103.2,1.379
soybean,214.3,22.1,91.5,5.73,62.2,1.18
maize,559.8,23.52,78.6,7.42,190.6,4.468
rice,479.0,23.99,74.6,6.03,97.2,2.401
sugarcane,358.4,28.62,70.3,6.91,87.6,47.935
sugarcane,556.2,33.25,55.1,7.02,190.8,29.242
soybean,722.9,27.16,62.0,7.4,66.8,1.415
rice,597.7,32.12,63.8,6.34,33.4,2.645
maize,676.7,19.21,73.2,8.09,288.1,4.539
rice,1053.4,22.51,87.6,6.03,196.4,4.659
wheat,514.3,20.65,81.8,6.69,128.9,2.69
rice,669.6,26.89,43.7,6.7,149.7,3.236
wheat,472.7,22.85,68.4,5.6,190.5,1.891
wheat,388.4,29.38,76.1,6.27,227.9,2.964
maize,453.8,19.41,74.3,6.63,89.5,4.309
soybean,480.3,25.26,55.6,6.15,179.3,1.745
rice,689.9,29.12,100.0,8.45,109.5,3.037
wheat,1187.3,12.61,45.8,5.83,134.9,1.445
rice,421.0,37.73,48.8,7.44,162.9,2.982
soybean,495.8,23.3,68.5,7.19,149.5,1.711
soybean,584.2,12.85,96.8,6.49,208.8,1.823
sugarcane,698.9,25.95,52.5,5.81,189.0,63.325
soybean,665.9,25.2,61.0,5.89,29.3,1.98
maize,921.0,24.51,81.2,6.09,41.4,3.04
wheat,0.0,30.95,64.7,5.07,120.4,1.682
sugarcane,3.3,29.48,60.0,5.7,296.3,21.504
maize,476.0,26.79,73.5,5.31,81.9,4.156
rice,874.3,27.7,69.1,7.58,133.3,3.959
wheat,208.6,24.37,80.5,6.99,107.1,3.063
soybean,0.0,35.65,84.4,7.13,105.7,1.259
wheat,742.8,16.12,69.6,6.97,164.3,2.207
rice,660.9,25.84,69.4,6.63,262.1,3.899
sugarcane,327.4,25.39,68.2,7.67,186.5,52.296
sugarcane,353.6,29.88,72.3,6.01,85.7,35.419
sugarcane,357.6,19.94,65.8,6.59,370.3,48.564
soybean,627.6,14.54,65.0,7.1,156.3,1.315
maize,443.4,25.94,82.9,5.44,103.8,3.375
maize,723.5,26.69,87.7,8.98,263.0,3.278
wheat,0.0,33.94,42.4,6.52,112.5,1.331
soybean,385.8,17.38,65.2,6.61,283.0,1.348
sugarcane,318.5,31.93,54.7,7.51,80.3,44.378
sugarcane,535.9,39.2,60.3,7.23,264.4,32.566
rice,465.5,22.73,71.0,6.53,166.1,3.646
rice,799.5,17.25,75.0,6.6,253.3,1.944
sugarcane,135.2,22.56,63.3,5.3,302.1,43.29
sugarcane,611.4,25.08,36.3,6.05,59.4,45.692
soybean,739.6,28.38,50.5,6.91,252.1,1.896
maize,1064.2,21.45,78.4,6.86,37.3,4.769
rice,479.6,34.33,23.9,7.48,66.2,0.757
maize,681.1,18.31,82.8,6.4,85.7,3.763
soybean,149.0,14.56,72.8,5.39,190.3,1.392
sugarcane,2.0,31.64,84.7,7.35,152.6,34.938
maize,811.2,11.35,62.0,7.65,136.6,2.72
sugarcane,598.6,23.78,34.1,7.22,161.7,53.772
sugarcane,894.6,43.71,71.5,6.37,197.3,37.909
wheat,256.6,24.93,84.1,7.34,203.5,1.893
maize,730.0,18.28,78.9,9.0,237.5,3.092
maize,1067.2,24.66,55.1,6.59,295.6,5.477
sugarcane,704.9,24.7,66.3,5.45,148.3,44.604
soybean,669.1,25.96,57.0,6.03,108.3,2.099
wheat,602.1,28.97,52.7,7.0,199.1,2.26
sugarcane,207.3,18.77,79.3,5.22,58.5,19.336
rice,938.9,35.13,47.0,6.64,95.7,1.921
rice,447.3,26.47,51.6,6.8,230.0,3.078
wheat,726.1,29.36,48.4,7.73,140.1,2.686
soybean,209.2,21.23,42.6,7.55,53.3,1.296
sugarcane,305.1,32.72,67.2,7.19,30.8,44.439
maize,958.8,23.46,82.4,4.77,153.9,3.441
wheat,513.2,26.67,62.2,7.24,241.4,3.21
soybean,963.3,19.4,42.4,7.06,240.3,2.68
maize,580.4,19.02,77.6,6.7,158.9,3.87
rice,139.5,29.13,90.3,5.12,310.7,2.925
rice,823.0,22.34,55.3,5.88,141.6,3.928
maize,452.5,19.88,57.8,5.57,138.9,2.452
wheat,774.7,21.14,72.7,4.89,0.0,1.764
rice,606.3,29.19,89.3,6.5,114.2,3.096
sugarcane,214.2,21.23,57.2,5.86,218.2,39.4
maize,641.1,24.29,45.0,8.6,275.1,3.047
maize,1149.1,25.09,74.5,6.36,83.6,4.761
rice,723.2,13.5,77.0,7.54,187.0,1.601
wheat,585.6,16.17,65.1,5.24,233.8,2.816
sugarcane,868.8,27.02,56.6,6.08,150.9,56.954
wheat,652.7,20.58,79.9,6.58,0.0,0.95
soybean,652.4,31.34,72.9,5.77,169.8,1.412
soybean,327.1,30.8,53.5,6.16,210.9,1.423
rice,658.5,29.32,65.7,6.33,74.2,4.313
rice,858.9,35.92,44.7,6.31,129.7,1.681
rice,391.0,24.5,75.3,7.98,57.6,2.453
soybean,956.1,28.89,61.1,6.8,0.0,0.923
wheat,577.1,21.49,58.5,6.88,232.2,2.913
wheat,378.1,39.71,64.5,6.93,149.7,1.293
rice,849.4,36.9,65.6,6.99,277.8,1.549
sugarcane,528.3,25.07,78.4,6.43,218.6,54.423
wheat,789.9,27.32,73.9,6.24,121.7,2.472
soybean,527.1,33.16,62.7,6.63,143.3,1.195
maize,585.0,24.12,76.5,7.43,195.3,4.091
maize,723.4,21.06,71.0,7.4,227.4,5.284
maize,672.7,30.24,58.6,6.31,175.8,3.753
sugarcane,101.1,25.47,63.1,7.11,238.4,28.486
rice,319.7,26.1,62.8,6.34,126.3,2.822
soybean,832.4,19.99,72.6,6.53,70.2,1.539
sugarcane,567.0,14.69,59.5,6.12,144.8,22.049
soybean,469.1,26.42,59.1,6.35,166.4,2.473
soybean,260.4,30.43,94.5,7.57,53.9,1.509
rice,330.1,23.65,79.1,6.57,43.1,3.322
maize,94.6,33.62,53.6,6.61,185.8,2.968
rice,574.7,20.78,73.6,5.34,117.5,1.638
sugarcane,450.4,18.67,66.8,6.25,136.7,54.889
sugarcane,358.4,24.6,70.9,6.31,121.2,39.287
sugarcane,583.0,24.5,67.1,5.84,271.6,53.678
rice,691.0,29.62,82.8,6.52,250.9,3.469
soybean,1123.3,20.35,70.2,6.16,51.0,1.932
soybean,222.0,33.21,64.1,6.56,107.4,1.591
wheat,889.8,36.8,80.6,6.6,218.0,2.061
sugarcane,843.3,24.77,68.5,5.74,198.2,58.104
soybean,405.2,32.5,66.8,6.18,146.7,1.294
wheat,650.8,18.66,69.7,6.56,59.0,2.024
soybean,485.6,31.45,63.6,7.45,95.4,1.359
sugarcane,646.4,31.28,65.1,6.71,108.7,49.799
maize,977.3,30.18,56.2,5.97,172.2,4.72
sugarcane,751.4,24.91,53.7,6.82,286.3,68.395
rice,727.2,7.27,50.0,7.87,95.0,0.49
soybean,492.4,21.15,44.1,7.23,67.9,1.469
soybean,229.0,21.24,51.8,6.94,141.3,1.43
rice,547.9,19.13,62.4,7.08,232.5,3.184
rice,901.7,25.73,66.5,7.65,34.2,2.141
maize,218.2,22.49,60.9,7.36,266.3,2.703
soybean,336.2,20.05,29.7,6.95,136.2,1.564
soybean,631.6,18.65,88.6,7.35,91.3,1.263
maize,353.8,20.71,81.3,5.63,22.0,3.16
wheat,401.9,31.73,71.7,5.3,206.5,1.664
maize,494.1,21.03,93.6,6.63,136.3,4.688
sugarcane,258.6,21.91,50.3,6.55,163.7,51.741
soybean,356.5,22.26,93.3,6.06,77.9,1.525
rice,775.9,27.03,50.5,7.16,124.5,3.253
sugarcane,273.2,27.74,68.6,5.01,111.1,46.92
soybean,200.5,6.73,45.9,6.07,142.0,1.231
maize,442.5,31.13,65.2,6.11,96.4,3.455
sugarcane,783.0,33.62,70.8,5.19,27.3,41.258
soybean,550.8,18.7,62.7,7.7,368.3,2.105
wheat,483.9,19.17,75.7,5.41,40.9,1.155
wheat,611.1,22.3,66.5,6.03,164.5,2.223
rice,163.6,20.46,57.2,7.23,8.2,1.576
soybean,723.7,26.34,56.5,7.02,0.0,0.604
wheat,695.9,13.32,77.2,5.61,157.8,1.594
maize,497.7,18.29,55.2,7.05,163.9,3.84
soybean,851.5,34.24,78.7,6.73,250.9,1.382
maize,318.1,19.43,83.3,8.37,182.0,2.63
maize,882.0,32.46,40.0,6.82,138.0,4.097
wheat,638.6,27.13,82.0,6.39,74.0,2.263
soybean,515.9,14.14,95.9,5.81,269.9,1.326
sugarcane,595.0,28.81,68.8,5.9,224.3,63.336
wheat,573.2,24.29,74.0,5.84,50.3,1.991
wheat,905.1,22.27,80.6,7.6,153.0,3.459
soybean,330.8,26.47,60.9,6.51,161.5,1.635
soybean,409.4,27.85,67.7,6.95,122.3,2.361
maize,859.1,29.25,45.3,7.71,211.7,3.285
soybean,451.1,32.07,67.1,4.61,216.5,1.528
maize,825.1,27.45,72.5,7.52,134.8,3.785
wheat,1024.9,16.75,72.7,6.54,127.5,2.439
rice,499.6,22.16,81.0,6.85,269.9,3.239
sugarcane,770.3,42.66,53.4,5.84,224.6,32.783
wheat,311.6,29.35,57.0,5.9,155.8,1.824
